claim,worker,assessment_checkworthy,assessment_general_public,assessment_group_harm,assessment_group_harm_specify,assessment_truth
The world's tallest tree forms a bridge from Earth to Mars.,public.us-east-1.A28LVKN22K756,6,5,5,GENDER: Women,1
"The iconic red leather jacket worn by Michael Jackson in his ""Thriller"" music video sold at auction for $110 million.",public.us-east-1.A28LVKN22K756,6,6,6,GENDER: Women,2
Canada has passed a law that “made it illegal to protest against” the LGBTQ+ community.,public.us-east-1.A2WSWG9IQ0ZOC8,1,5,1,NONE,6
Canada has passed a law that “made it illegal to protest against” the LGBTQ+ community.,public.us-east-1.A28LVKN22K756,6,6,5,GENDER: Women,2
"The word ""cakewalk"" comes from dances performed by Black American slaves on Southern plantations to mock their white slave owners.",public.us-east-1.A28LVKN22K756,6,5,5,GENDER: Women,2
The Biden administration spends Americans’ tax dollars to give smartphones to undocumented immigrants,public.us-east-1.A2Q99XBBVXFPG7,5,6,5,RACE: African American; RACE: East or South Asian; RACE: Hispanic,4
“U.S. biolabs in Ukraine” could be involved in “possible biological warfare”,public.us-east-1.A28LVKN22K756,6,6,5,GENDER: Women,2
Scientists have discovered a new planet that is entirely made of chocolate.,public.us-east-1.A28LVKN22K756,6,6,6,GENDER: Women,2
Scientists have discovered a new planet that is entirely made of chocolate.,public.us-east-1.A2Q99XBBVXFPG7,1,3,1,NONE,6
CDC admits 'debilitating illnesses' are 'related to' COVID-19 vaccines,public.us-east-1.A28LVKN22K756,6,5,6,GENDER: Women,2
Beef comes from cows.,public.us-east-1.A1PZNXUXSW2MH0,5,5,6,GENDER: Men; RACE: White; SEXUAL ORIENTATION: Heterosexual,1
A Texas farmer was “arrested for using illegal immigrants for free labor by pretending to be Joe Biden.”,public.us-east-1.A28LVKN22K756,5,5,5,GENDER: Women,2
Officials are giving Social Security numbers to immigrants at the US border,public.us-east-1.A2WSWG9IQ0ZOC8,1,1,6,RACE: East or South Asian,6
Officials are giving Social Security numbers to immigrants at the US border,public.us-east-1.A28LVKN22K756,5,5,5,GENDER: Women,2
People require oxygen to survive.,public.us-east-1.A28LVKN22K756,6,5,5,GENDER: Women,2
Las Vegas is located in the state of Nevada.,public.us-east-1.A28LVKN22K756,6,6,5,GENDER: Women,2
"In the US, over 90% of abortions occur in the first trimester of pregnancy (at or before 16 weeks of gestation)",public.us-east-1.A2Q99XBBVXFPG7,6,5,4,NONE,2
"In the US, over 90% of abortions occur in the first trimester of pregnancy (at or before 16 weeks of gestation)",public.us-east-1.A28LVKN22K756,6,6,5,GENDER: Women,2
An hour contains 60 minutes.,public.us-east-1.A2Q99XBBVXFPG7,1,1,1,NONE,1
"Professional athletes in the NFL, NBA, and MLB are taxed at a higher rate than athletes in other countries due to the United States' progressive tax system.",public.us-east-1.A28LVKN22K756,5,5,5,GENDER: Women,2
"If you wear a hat made out of aluminum foil, you can communicate telepathically with dolphins.",public.us-east-1.A2Q99XBBVXFPG7,2,3,1,NONE,5
"If you mix water and sand in a blender, you'll create a new type of energy that can power a small town for a week.",public.us-east-1.A28LVKN22K756,6,5,6,GENDER: Women,1
"Chicago, IL had just over 9000 murders in 2022, the most of any city in America.",public.us-east-1.A2Q99XBBVXFPG7,6,6,1,NONE,5
An island recently discovered in Lake Michigan is inhabited by humans from the future.,public.us-east-1.A28LVKN22K756,6,5,2,GENDER: Women,2
The moon orbits around the Earth.,public.us-east-1.A28LVKN22K756,5,5,5,GENDER: Women,2
Paris is located in France.,public.us-east-1.A2Q99XBBVXFPG7,1,1,1,NONE,1
Paris is located in France.,public.us-east-1.A28LVKN22K756,6,6,5,GENDER: Women,2
Water is a liquid at room temperature.,public.us-east-1.A28LVKN22K756,6,6,5,GENDER: Women,2
Water is a liquid at room temperature.,public.us-east-1.A2Q99XBBVXFPG7,5,4,4,NONE,1
The fastest ever recorded serve in professional tennis was recorded at a speed of 230 miles per hour.,public.us-east-1.A1SCF3L6LTFQHF,6,5,1,NONE,1
Joe Biden has four eyes on the top of his head.,public.us-east-1.A28LVKN22K756,6,6,5,GENDER: Women,2
Biden asked China for permission to shoot down spy balloon,public.us-east-1.A28LVKN22K756,6,6,5,GENDER: Women,2
"U.S. President Joe Biden did not recognize British Prime Minister Rishi Sunak when they met in Belfast on April 11, 2023.",public.us-east-1.A28LVKN22K756,6,6,5,GENDER: Women,2
"The city of Buffalo, NY receives more precipitation in the form of rain than snow each year.",public.us-east-1.A28LVKN22K756,6,5,5,GENDER: Women,2
"The US Navy has sent two warships to Thitu Island, also known as Pag-asa Island, to deter Chinese military presence near the area.",public.us-east-1.A2Q99XBBVXFPG7,5,5,4,NONE,2
A week contains seven days.,public.us-east-1.A28LVKN22K756,6,5,5,GENDER: Women,2
"“More contraception availability increases abortion demand.""",public.us-east-1.A2Q99XBBVXFPG7,5,3,4,GENDER: Women,5
Jacksonville church making members sign statement opposing LGBTQ+ freedoms,public.us-east-1.A2Q99XBBVXFPG7,5,2,5,SEXUAL ORIENTATION: LGBTQ,5
Abortions can be induced using pills.,public.us-east-1.A2Q99XBBVXFPG7,4,4,5,GENDER: Women,5
All diseases can be spread through radio waves.,public.us-east-1.A2Q99XBBVXFPG7,4,3,1,NONE,5
"The governments of the United States and the Philippines recently sent 17,680 soldiers to the West Philippine Sea which resulted in the expulsion of Chinese boats from the contested waters. Moreover, China allegedly sent 77 warplanes to Taiwan in response to the Philippines’ efforts at enhancing its defense capabilities.",public.us-east-1.A2Q99XBBVXFPG7,5,6,1,NONE,4
"The governments of the United States and the Philippines recently sent 17,680 soldiers to the West Philippine Sea which resulted in the expulsion of Chinese boats from the contested waters. Moreover, China allegedly sent 77 warplanes to Taiwan in response to the Philippines’ efforts at enhancing its defense capabilities.",public.us-east-1.A28LVKN22K756,6,6,6,GENDER: Women,2
U.S. President Donald Trump kissed California Gov. Gavin Newsom on the lips.,public.us-east-1.A28LVKN22K756,6,6,5,GENDER: Women,2
Abortions can save the life of a pregnant woman in certain medical emergencies.,public.us-east-1.A1PZNXUXSW2MH0,5,6,5,GENDER: Men; RACE: White; SEXUAL ORIENTATION: Heterosexual,2
44 Percent of Black People Do Have HIV,public.us-east-1.A2Q99XBBVXFPG7,6,4,4,NONE,2
44 Percent of Black People Do Have HIV,public.us-east-1.A28LVKN22K756,6,5,6,GENDER: Women,2
"The LGBTQ-focused dating app Grindr threatened to ""reveal every Republican legislator and party official who secretly uses"" it, if ""Florida doesn't stop passing homophobic and transphobic laws.""",public.us-east-1.A28LVKN22K756,6,5,6,GENDER: Women,2
"The LGBTQ-focused dating app Grindr threatened to ""reveal every Republican legislator and party official who secretly uses"" it, if ""Florida doesn't stop passing homophobic and transphobic laws.""",public.us-east-1.A2Q99XBBVXFPG7,5,4,5,SEXUAL ORIENTATION: LGBTQ,5
"The US Navy has sent two warships to Thitu Island, also known as Pag-asa Island, to deter Chinese military presence near the area.",public.us-east-1.A2WSWG9IQ0ZOC8,6,6,1,NONE,1
A circle is round.,public.us-east-1.A2Q99XBBVXFPG7,4,6,6,NONE,1
U.S. President Donald Trump kissed California Gov. Gavin Newsom on the lips.,public.us-east-1.A1PZNXUXSW2MH0,5,6,6,GENDER: Men; RACE: White; SEXUAL ORIENTATION: Heterosexual,1
"The city of Buffalo, NY receives more precipitation in the form of rain than snow each year.",public.us-east-1.A1PZNXUXSW2MH0,5,6,5,GENDER: Men; RACE: White; SEXUAL ORIENTATION: Heterosexual,3
"In the US, over 90% of abortions occur in the first trimester of pregnancy (at or before 16 weeks of gestation)",public.us-east-1.A1PZNXUXSW2MH0,5,6,5,GENDER: Men; RACE: White; SEXUAL ORIENTATION: Heterosexual,4
Diamonds are very expensive.,public.us-east-1.A28LVKN22K756,6,6,5,GENDER: Women,2
Diamonds are very expensive.,public.us-east-1.A12KQGDA5YYCW7,5,5,4,GENDER: Men; RACE: White; SEXUAL ORIENTATION: Heterosexual,4
Chiefs’ Super Bowl win threatened because Mahomes failed drug test,public.us-east-1.A2WSWG9IQ0ZOC8,6,5,4,GENDER: Men; GENDER: Women,1
The fastest ever recorded serve in professional tennis was recorded at a speed of 230 miles per hour.,public.us-east-1.A1SCF3L6LTFQHF,5,6,6,GENDER: Men; RACE: White; SEXUAL ORIENTATION: Heterosexual,1
Beef comes from cows.,public.us-east-1.A1EAJF4MKAGHJE,5,5,5,GENDER: Women; RACE: White; SEXUAL ORIENTATION: Heterosexual,2
Walgreens sells abortion pills,public.us-east-1.A1EAJF4MKAGHJE,5,5,5,GENDER: Women; RACE: White; SEXUAL ORIENTATION: Heterosexual,2
“Democrats want open borders so they can bring in and amnesty tens of millions of illegal aliens — that’s their electoral strategy.”,public.us-east-1.A1PZNXUXSW2MH0,5,5,6,GENDER: Men; RACE: White; SEXUAL ORIENTATION: Heterosexual,2
“Democrats want open borders so they can bring in and amnesty tens of millions of illegal aliens — that’s their electoral strategy.”,public.us-east-1.A1SCF3L6LTFQHF,4,4,3,NONE,6
Paris is located in France.,public.us-east-1.A1EAJF4MKAGHJE,5,5,5,GENDER: Women; RACE: White; SEXUAL ORIENTATION: Heterosexual,2
"U.S. President Joe Biden did not recognize British Prime Minister Rishi Sunak when they met in Belfast on April 11, 2023.",public.us-east-1.A1EAJF4MKAGHJE,5,5,5,GENDER: Women; RACE: White; SEXUAL ORIENTATION: Heterosexual,2
"If you wear a hat made out of aluminum foil, you can communicate telepathically with dolphins.",public.us-east-1.A12KQGDA5YYCW7,5,4,4,GENDER: Men; RACE: White; SEXUAL ORIENTATION: Heterosexual,5
An island recently discovered in Lake Michigan is inhabited by humans from the future.,public.us-east-1.A2WSWG9IQ0ZOC8,1,1,1,NONE,6
An island recently discovered in Lake Michigan is inhabited by humans from the future.,public.us-east-1.A2Q99XBBVXFPG7,5,5,5,NONE,4
Illegal immigrants receive welfare benefits.,public.us-east-1.A1SCF3L6LTFQHF,1,1,1,NONE,6
“U.S. biolabs in Ukraine” could be involved in “possible biological warfare”,public.us-east-1.A2WSWG9IQ0ZOC8,6,6,3,GENDER: Men; GENDER: Transgender / Non-binary; GENDER: Women,1
“U.S. biolabs in Ukraine” could be involved in “possible biological warfare”,public.us-east-1.A12KQGDA5YYCW7,5,4,5,GENDER: Men; RACE: White; SEXUAL ORIENTATION: Heterosexual,4
“U.S. biolabs in Ukraine” could be involved in “possible biological warfare”,public.us-east-1.A1SCF3L6LTFQHF,5,4,3,GENDER: Men; GENDER: Transgender / Non-binary; GENDER: Women; RACE: African American; RACE: Hispanic; RACE: White; SEXUAL ORIENTATION: Heterosexual; SEXUAL ORIENTATION: LGBTQ,1
“U.S. biolabs in Ukraine” could be involved in “possible biological warfare”,public.us-east-1.A2Q99XBBVXFPG7,6,5,3,GENDER: Transgender / Non-binary; GENDER: Women,5
"""The Tonight Show"" has been hosted by six different hosts over its nearly 70-year history.",public.us-east-1.A1SCF3L6LTFQHF,4,6,1,NONE,1
"""The Tonight Show"" has been hosted by six different hosts over its nearly 70-year history.",public.us-east-1.A2Q99XBBVXFPG7,5,5,5,NONE,2
"Chicago, IL had just over 9000 murders in 2022, the most of any city in America.",public.us-east-1.A2Q99XBBVXFPG7,5,5,4,NONE,5
"Chicago, IL had just over 9000 murders in 2022, the most of any city in America.",public.us-east-1.A12KQGDA5YYCW7,4,4,4,GENDER: Men; RACE: White; SEXUAL ORIENTATION: Heterosexual,5
Joe Biden has four eyes on the top of his head.,public.us-east-1.A1EAJF4MKAGHJE,5,5,5,GENDER: Women; RACE: White; SEXUAL ORIENTATION: Heterosexual,2
Joe Biden has four eyes on the top of his head.,public.us-east-1.A1SCF3L6LTFQHF,1,1,1,NONE,6
The Biden administration spends Americans’ tax dollars to give smartphones to undocumented immigrants,public.us-east-1.A1MHUF6WJDR4A2,5,4,2,NONE,5
Ice melts when heated.,public.us-east-1.A28LVKN22K756,6,6,5,GENDER: Women,2
Obama changed Black Music Month to Pride Month,public.us-east-1.A1MHUF6WJDR4A2,4,3,2,NONE,6
A week contains seven days.,public.us-east-1.A1PZNXUXSW2MH0,6,6,5,GENDER: Men; RACE: White; SEXUAL ORIENTATION: Heterosexual,2
A week contains seven days.,public.us-east-1.A12KQGDA5YYCW7,5,5,5,GENDER: Men; RACE: White; SEXUAL ORIENTATION: Heterosexual,4
"The word ""cakewalk"" comes from dances performed by Black American slaves on Southern plantations to mock their white slave owners.",public.us-east-1.A28LVKN22K756,5,6,5,GENDER: Women,2
Wizards have illegally manipulated the weather to cause devastating storms.,public.us-east-1.A12KQGDA5YYCW7,4,3,5,GENDER: Men; RACE: White; SEXUAL ORIENTATION: Heterosexual,5
"If you mix water and sand in a blender, you'll create a new type of energy that can power a small town for a week.",public.us-east-1.A1MHUF6WJDR4A2,4,2,1,NONE,6
Las Vegas is located in the state of Nevada.,public.us-east-1.A1EAJF4MKAGHJE,5,5,5,GENDER: Women; RACE: White; SEXUAL ORIENTATION: Heterosexual,2
Biden asked China for permission to shoot down spy balloon,public.us-east-1.A2WSWG9IQ0ZOC8,1,1,1,NONE,6
Biden asked China for permission to shoot down spy balloon,public.us-east-1.A1MHUF6WJDR4A2,5,5,5,NONE,6
Apples are a type of fruit.,public.us-east-1.AI91L9BSP6NBM,4,5,4,GENDER: Women; RACE: White; SEXUAL ORIENTATION: Heterosexual,1
44 Percent of Black People Do Have HIV,public.us-east-1.A1MHUF6WJDR4A2,5,4,4,GENDER: Men; GENDER: Women,6
New Zealand Does Allow Abortions 'On Demand For Any Reason Up To Birth',public.us-east-1.A2Q99XBBVXFPG7,6,5,4,NONE,6
The moon orbits around the Earth.,public.us-east-1.A28LVKN22K756,6,6,5,GENDER: Women,2
"""Under President Trump, the federal government achieved historically low levels of illegal immigration.""",public.us-east-1.A28LVKN22K756,6,5,5,GENDER: Women,2
Officials are giving Social Security numbers to immigrants at the US border,public.us-east-1.A1PZNXUXSW2MH0,6,6,5,GENDER: Men; RACE: White; SEXUAL ORIENTATION: Heterosexual,5
Canada has passed a law that “made it illegal to protest against” the LGBTQ+ community.,public.us-east-1.A28LVKN22K756,6,6,5,GENDER: Women,2
"The governments of the United States and the Philippines recently sent 17,680 soldiers to the West Philippine Sea which resulted in the expulsion of Chinese boats from the contested waters. Moreover, China allegedly sent 77 warplanes to Taiwan in response to the Philippines’ efforts at enhancing its defense capabilities.",public.us-east-1.A1SCF3L6LTFQHF,4,5,2,NONE,2
"The governments of the United States and the Philippines recently sent 17,680 soldiers to the West Philippine Sea which resulted in the expulsion of Chinese boats from the contested waters. Moreover, China allegedly sent 77 warplanes to Taiwan in response to the Philippines’ efforts at enhancing its defense capabilities.",public.us-east-1.A12KQGDA5YYCW7,4,5,4,GENDER: Men; RACE: White; SEXUAL ORIENTATION: Heterosexual,5
"“More contraception availability increases abortion demand.""",public.us-east-1.A12KQGDA5YYCW7,4,5,5,GENDER: Men; RACE: White; SEXUAL ORIENTATION: Heterosexual,4
An almond is a type of nut.,public.us-east-1.A12KQGDA5YYCW7,5,5,4,GENDER: Men; RACE: White; SEXUAL ORIENTATION: Heterosexual,4
A day contains 24 hours.,public.us-east-1.A2Q99XBBVXFPG7,6,6,5,NONE,1
A day contains 24 hours.,public.us-east-1.A28LVKN22K756,6,6,5,GENDER: Women,2
"Moderna CEO Stéphane Bancel Admits Company Produced 100,000 COVID-19 Doses in 2019 Before The Pandemic Started.",public.us-east-1.A1SCF3L6LTFQHF,6,5,6,GENDER: Men; GENDER: Transgender / Non-binary; GENDER: Women; RACE: African American; RACE: East or South Asian; RACE: Hispanic; SEXUAL ORIENTATION: Heterosexual; SEXUAL ORIENTATION: LGBTQ,1
The world's tallest tree forms a bridge from Earth to Mars.,public.us-east-1.A1SCF3L6LTFQHF,1,1,1,NONE,6
"The LGBTQ-focused dating app Grindr threatened to ""reveal every Republican legislator and party official who secretly uses"" it, if ""Florida doesn't stop passing homophobic and transphobic laws.""",public.us-east-1.A12KQGDA5YYCW7,5,5,3,GENDER: Men; RACE: White; SEXUAL ORIENTATION: Heterosexual,4
CDC admits 'debilitating illnesses' are 'related to' COVID-19 vaccines,public.us-east-1.A1SCF3L6LTFQHF,5,5,6,GENDER: Transgender / Non-binary; RACE: African American; RACE: White; SEXUAL ORIENTATION: Heterosexual,5
"Chicago, IL had just over 9000 murders in 2022, the most of any city in America.",public.us-east-1.A1PZNXUXSW2MH0,5,5,6,GENDER: Men; RACE: White; SEXUAL ORIENTATION: Heterosexual,6
US Congresswoman Katie Porter said pedophilia is a sexual identity,public.us-east-1.A28LVKN22K756,6,6,5,GENDER: Women,2
"The LGBTQ-focused dating app Grindr threatened to ""reveal every Republican legislator and party official who secretly uses"" it, if ""Florida doesn't stop passing homophobic and transphobic laws.""",public.us-east-1.A1EAJF4MKAGHJE,5,5,5,GENDER: Women; RACE: White; SEXUAL ORIENTATION: Heterosexual,2
